chr	ENSG	symbol	gene_type	gene_length
chr10	ENSG00000273360.1	RP11-210G22.1	antisense	554
chr10	ENSG00000273363.1	RP11-285G1.14	sense_intronic	541
chr10	ENSG00000273372.1	RP11-479O17.10	lincRNA	5000
chr10	ENSG00000273413.1	RP11-96C23.15	antisense	463
chr10	ENSG00000273450.1	RP11-76P2.4	antisense	420
chr10	ENSG00000273474.1	RP11-295P9.12	antisense	344
chr10	ENSG00000273476.1	RP11-108L7.14	lincRNA	447
chr10	ENSG00000273485.1	RP11-225H22.7	antisense	656
chr10	ENSG00000273497.1	RP11-402D21.3	unprocessed_pseudogene	193
chr10	ENSG00000273521.1	RP11-45A17.4	antisense	1097
chr10	ENSG00000273530.1	AC016821.2	miRNA	66
chr10	ENSG00000273566.1	Metazoa_SRP	misc_RNA	279
chr10	ENSG00000273577.1	AC021037.1	miRNA	86
chr10	ENSG00000273599.1	RP11-59C5.3	antisense	5427
chr10	ENSG00000273672.1	AC022395.1	miRNA	108
chr10	ENSG00000273678.1	AL845259.2	miRNA	83
chr10	ENSG00000273760.1	CH17-360D5.3	lincRNA	824
chr10	ENSG00000273767.1	ZNRD1-AS1_2	misc_RNA	75
chr10	ENSG00000273781.1	AL138898.1	miRNA	90
chr10	ENSG00000273801.1	AL732375.1	miRNA	83
chr10	ENSG00000273891.1	RP11-500G22.5	antisense	1936
chr10	ENSG00000273904.1	Hammerhead_HH10	ribozyme	124
chr10	ENSG00000273946.1	Metazoa_SRP	misc_RNA	328
chr10	ENSG00000273952.1	AL360217.1	miRNA	51
chr10	ENSG00000273980.1	RP13-49I15.6	lincRNA	407
chr10	ENSG00000274008.1	Metazoa_SRP	misc_RNA	298
chr10	ENSG00000274014.1	AL845259.3	miRNA	83
chr10	ENSG00000274056.1	MIR6507	miRNA	69
chr10	ENSG00000274065.1	AC016819.1	miRNA	103
chr10	ENSG00000274074.1	AL732375.2	miRNA	83
chr10	ENSG00000274087.1	RP11-318C4.3	unprocessed_pseudogene	285
chr10	ENSG00000274167.3	AL031601.5	transcribed_unprocessed_pseudogene	454
chr10	ENSG00000274186.1	Metazoa_SRP	misc_RNA	328
chr10	ENSG00000274209.3	ANTXRL	protein_coding	485
chr10	ENSG00000274223.1	AL139340.1	miRNA	67
chr10	ENSG00000274241.1	AL845259.4	miRNA	83
chr10	ENSG00000274242.1	RP11-20I6.1	unprocessed_pseudogene	385
chr10	ENSG00000274289.1	AL365510.1	miRNA	91
chr10	ENSG00000274458.1	SNORA40	snoRNA	127
chr10	ENSG00000274461.1	RP11-323P17.2	processed_transcript	804
chr10	ENSG00000274599.2	XX-2136C77.4	unprocessed_pseudogene	1268
chr10	ENSG00000274635.1	AL354749.1	miRNA	85
chr10	ENSG00000274660.1	Metazoa_SRP	misc_RNA	314
chr10	ENSG00000274685.1	RP11-122K13.15	lincRNA	133
chr10	ENSG00000274686.1	Metazoa_SRP	misc_RNA	267
chr10	ENSG00000274691.1	RP11-310E22.6	unprocessed_pseudogene	102
chr10	ENSG00000274742.1	Metazoa_SRP	misc_RNA	281
chr10	ENSG00000274809.1	MIR6078	miRNA	99
chr10	ENSG00000274824.1	MIR7152	miRNA	53
chr10	ENSG00000274985.1	PTCHD3P1	unprocessed_pseudogene	536
chr10	ENSG00000275001.1	uc_338	misc_RNA	181
chr10	ENSG00000275005.1	RP11-234G16.5	antisense	567
chr10	ENSG00000275015.1	RP11-129G17.2	unprocessed_pseudogene	243
chr10	ENSG00000275024.1	CTB-1144G6.6	antisense	533
chr10	ENSG00000275036.1	MIR8086	miRNA	92
chr10	ENSG00000275089.1	AL355537.1	miRNA	49
chr10	ENSG00000275292.1	AL845259.5	miRNA	83
chr10	ENSG00000275312.1	RP11-432I13.5	unprocessed_pseudogene	216
chr10	ENSG00000275327.1	RP11-234G16.4	antisense	289
chr10	ENSG00000275535.1	AL732375.3	miRNA	83
chr10	ENSG00000275610.1	DUX4L21	unprocessed_pseudogene	1268
chr10	ENSG00000275675.1	RP11-1021O19.2	unprocessed_pseudogene	245
chr10	ENSG00000275685.1	AL354873.1	miRNA	90
chr10	ENSG00000275693.1	FAS-AS1	misc_RNA	169
chr10	ENSG00000275858.1	RP11-291L22.8	processed_pseudogene	331
chr10	ENSG00000275883.1	AL845259.6	miRNA	83
chr10	ENSG00000275926.1	AL451164.1	miRNA	137
chr10	ENSG00000275957.1	AL121928.1	miRNA	60
chr10	ENSG00000276037.1	AL355977.1	miRNA	101
chr10	ENSG00000276046.1	DUX4L13	unprocessed_pseudogene	1266
chr10	ENSG00000276164.1	DUX4L20	unprocessed_pseudogene	1268
chr10	ENSG00000276347.1	MIR7162	miRNA	68
chr10	ENSG00000276375.1	RP11-339B9.1	unprocessed_pseudogene	2052
chr10	ENSG00000276430.2	FAM25C	protein_coding	316
chr10	ENSG00000276490.1	RP11-400G3.5	protein_coding	2381
chr10	ENSG00000276499.1	AL845259.7	miRNA	83
chr10	ENSG00000276531.1	RP11-205A8.3	unprocessed_pseudogene	567
chr10	ENSG00000276544.1	Metazoa_SRP	misc_RNA	328
chr10	ENSG00000276662.1	RP11-631M21.7	unprocessed_pseudogene	714
chr10	ENSG00000276677.1	AL732375.4	miRNA	83
chr10	ENSG00000276694.1	AL360001.1	miRNA	62
chr10	ENSG00000276742.1	RP11-500G22.4	antisense	316
chr10	ENSG00000276805.1	RP11-291L22.6	processed_pseudogene	755
chr10	ENSG00000276818.1	AC026393.1	miRNA	82
chr10	ENSG00000276850.3	CH17-360D5.2	lincRNA	373
chr10	ENSG00000276857.1	MIR6715A	miRNA	78
chr10	ENSG00000276866.1	MIR7151	miRNA	59
chr10	ENSG00000276904.1	DUX4L14	unprocessed_pseudogene	1266
chr10	ENSG00000276964.1	DUX4L23	unprocessed_pseudogene	1268
chr10	ENSG00000277023.1	AL732375.5	miRNA	83
chr10	ENSG00000277045.1	AL732375.6	miRNA	83
chr10	ENSG00000277056.1	RP11-65E10.1	unprocessed_pseudogene	247
chr10	ENSG00000277133.1	RP11-453N3.7	processed_pseudogene	89
chr10	ENSG00000277218.1	RP11-500G10.5	lincRNA	429
chr10	ENSG00000277257.1	AC013738.1	miRNA	65
chr10	ENSG00000277259.1	AL589787.1	miRNA	55
chr10	ENSG00000277274.1	DUX4L22	unprocessed_pseudogene	1268
chr10	ENSG00000277288.2	RP11-20J15.5	protein_coding	1008
chr10	ENSG00000277308.1	Metazoa_SRP	misc_RNA	267
chr10	ENSG00000277338.1	AL589863.1	miRNA	96
chr10	ENSG00000277371.1	Metazoa_SRP	misc_RNA	281
chr10	ENSG00000277479.1	AL022345.10	unprocessed_pseudogene	227
chr10	ENSG00000277563.1	PRINS	misc_RNA	87
chr10	ENSG00000277687.1	RP11-427L15.2	sense_intronic	1174
chr10	ENSG00000277757.3	RP11-285G1.15	processed_transcript	649
chr10	ENSG00000277758.3	SYT15	protein_coding	5314
chr10	ENSG00000277847.1	AL392167.1	miRNA	87
chr10	ENSG00000277879.1	RP11-129M16.4	antisense	1552
chr10	ENSG00000277959.1	RP11-45A17.2	antisense	331
chr10	ENSG00000277981.1	RP11-428P16.3	unprocessed_pseudogene	769
chr10	ENSG00000278069.1	MIR6072	miRNA	70
chr10	ENSG00000278100.1	Metazoa_SRP	misc_RNA	321
chr10	ENSG00000278260.1	AL157399.1	miRNA	92
chr10	ENSG00000278333.1	uc_338	misc_RNA	169
chr10	ENSG00000278352.1	MIR202	miRNA	109
chr10	ENSG00000278419.1	RP11-298E9.7	antisense	443
chr10	ENSG00000278452.1	AL845259.8	miRNA	83
chr10	ENSG00000278484.1	RP11-95I16.6	lincRNA	630
chr10	ENSG00000278498.1	uc_338	misc_RNA	162
chr10	ENSG00000278518.1	RP11-108K14.12	antisense	1254
chr10	ENSG00000278531.1	RP11-432I13.6	unprocessed_pseudogene	877
chr10	ENSG00000278561.1	PTPN20CP	unprocessed_pseudogene	913
chr10	ENSG00000278601.1	RP11-348N5.9	antisense	699
chr10	ENSG00000278616.1	BEND3P3	processed_pseudogene	2439
chr10	ENSG00000278628.1	AL391827.1	miRNA	58
chr10	ENSG00000278641.1	DUX4L15	unprocessed_pseudogene	1266
chr10	ENSG00000278650.1	RP11-275N1.3	unprocessed_pseudogene	215
chr10	ENSG00000278651.1	AC073370.1	miRNA	100
chr10	ENSG00000278664.1	DUX4L10	unprocessed_pseudogene	1266
chr10	ENSG00000278717.1	AL732375.7	miRNA	83
chr10	ENSG00000278748.1	AC021037.2	miRNA	60
chr10	ENSG00000278752.1	KCNQ1DN	misc_RNA	60
chr10	ENSG00000278761.1	DUX4L11	unprocessed_pseudogene	1266
chr10	ENSG00000278790.1	DUX4L12	unprocessed_pseudogene	1266
chr10	ENSG00000278830.1	RP11-748L13.7	unprocessed_pseudogene	290
chr10	ENSG00000278831.1	RP11-12J10.4	antisense	726
chr10	ENSG00000278982.1	RP5-1031D4.3	TEC	1868
chr10	ENSG00000278992.1	RP11-43N22.1	TEC	594
chr10	ENSG00000279027.1	RP11-521C22.3	TEC	1555
chr10	ENSG00000279029.1	RP11-144I2.1	TEC	1854
chr10	ENSG00000279058.1	AC244230.1	protein_coding	2049
chr10	ENSG00000279088.1	RP11-574K11.24	TEC	1235
chr10	ENSG00000279212.1	RP13-16H11.8	TEC	2534
chr10	ENSG00000279239.1	RP11-178A10.3	transcribed_unprocessed_pseudogene	186
chr10	ENSG00000279242.1	RP11-195O1.5	processed_transcript	604
chr10	ENSG00000279291.1	AC069547.1	protein_coding	1555
chr10	ENSG00000279315.1	RP11-57H14.5	TEC	1285
chr10	ENSG00000279359.1	RP11-36D19.9	TEC	4411
chr10	ENSG00000279399.1	RP11-369J21.12	TEC	456
chr10	ENSG00000279406.1	RP11-327E2.5	TEC	2131
chr10	ENSG00000279458.1	CH17-335B8.4	protein_coding	493
chr10	ENSG00000279502.1	RP11-354E23.4	TEC	618
chr10	ENSG00000279575.1	RP11-271F18.3	TEC	1067
chr10	ENSG00000279607.1	RP11-348J12.5	lincRNA	565
chr10	ENSG00000279623.1	RP11-399C16.3	sense_intronic	586
chr10	ENSG00000279626.1	XX-2136C77.2	unprocessed_pseudogene	677
chr10	ENSG00000279631.1	RP11-573G6.4	TEC	2517
chr10	ENSG00000279689.1	RP11-574K11.32	TEC	3598
chr10	ENSG00000279725.1	RP11-288A5.2	TEC	2434
chr10	ENSG00000279796.1	RP11-317F20.3	TEC	2953
chr10	ENSG00000279814.1	RP11-399K21.12	TEC	1644
chr10	ENSG00000279819.1	RP11-142L16.2	TEC	686
chr10	ENSG00000279822.1	RP11-541M12.6	TEC	1984
chr10	ENSG00000279863.1	RP11-521C22.2	TEC	1585
chr10	ENSG00000279910.1	RP11-113E21.2	TEC	4235
chr10	ENSG00000279982.1	RP11-45A17.3	TEC	3108
chr10	ENSG00000280012.1	AL589822.1	pseudogene	529
chr10	ENSG00000280086.1	RP11-544P1.3	TEC	2984
chr10	ENSG00000280126.2	AC069542.1	pseudogene	214
chr10	ENSG00000280134.1	RP11-113E21.3	TEC	1952
chr10	ENSG00000280166.1	RP11-354E23.3	TEC	618
chr10	ENSG00000280238.1	RP11-574K11.26	TEC	272
chr10	ENSG00000280259.1	RP11-479O17.9	TEC	2250
chr10	ENSG00000280337.1	XX-2136C77.3	unprocessed_pseudogene	1268
chr10	ENSG00000280355.1	RP11-119F19.5	TEC	2121
chr10	ENSG00000280401.1	RP11-104F15.9	TEC	1727
chr10	ENSG00000280446.1	XX-FYM637E10_5.1	TEC	1598
chr10	ENSG00000280450.1	XXyac-YR21CG7.1	TEC	626
chr10	ENSG00000280485.1	RP11-437J2.4	antisense	440
chr10	ENSG00000280509.1	AL117341.1	miRNA	99
chr10	ENSG00000280522.1	AL355598.1	miRNA	68
chr10	ENSG00000280560.1	LINC01374	lincRNA	413
chr10	ENSG00000280561.1	RP11-383C5.8	antisense	562
chr10	ENSG00000280660.1	RP11-437J2.3	sense_intronic	8442
chr10	ENSG00000280693.1	SH3PXD2A-AS1	antisense	2023
chr10	ENSG00000280719.1	LINC01452	lincRNA	3547
chr10	ENSG00000280779.1	AC025038.1	miRNA	83
chr10	ENSG00000280809.1	LINC00836	lincRNA	1637
chr10	ENSG00000280913.1	CTSLP2	transcribed_unprocessed_pseudogene	490
chr10	ENSG00000280953.1	LINC01163	lincRNA	529
chr10	ENSG00000280954.1	Metazoa_SRP	misc_RNA	236
chr10	ENSG00000281014.1	AL160010.1	miRNA	155
chr10	ENSG00000281042.1	AC013286.1	protein_coding	46
chr10	ENSG00000281186.1	LINC00706	lincRNA	697
chr10	ENSG00000281294.1	AL592546.1	miRNA	118
chr10	ENSG00000281531.1	Metazoa_SRP	misc_RNA	296
chr10	ENSG00000281532.1	AL158210.1	miRNA	136
chr10	ENSG00000281581.1	U7	snRNA	42
chr10	ENSG00000281599.1	AC023283.1	miRNA	75
chr10	ENSG00000281632.1	AL391421.1	miRNA	82
chr10	ENSG00000281698.1	Metazoa_SRP	misc_RNA	241
chr10	ENSG00000281735.1	Clostridiales-1	sRNA	161
chr10	ENSG00000281826.1	AC012168.1	miRNA	78
chr11	ENSG00000002330.12	BAD	protein_coding	1154
chr11	ENSG00000005801.15	ZNF195	protein_coding	877
chr11	ENSG00000006071.10	ABCC8	protein_coding	608
chr11	ENSG00000006118.13	TMEM132A	protein_coding	322
chr11	ENSG00000006534.14	ALDH3B1	protein_coding	2270
chr11	ENSG00000006611.14	USH1C	protein_coding	2129
chr11	ENSG00000007372.19	PAX6	protein_coding	6846
chr11	ENSG00000011347.8	SYT7	protein_coding	4845
chr11	ENSG00000011405.12	PIK3C2A	protein_coding	1580
chr11	ENSG00000013725.13	CD6	protein_coding	3239
chr11	ENSG00000014138.7	POLA2	protein_coding	3726
chr11	ENSG00000014216.14	CAPN1	protein_coding	566
chr11	ENSG00000019102.10	VSIG2	protein_coding	1141
chr11	ENSG00000019144.15	PHLDB1	protein_coding	5729
chr11	ENSG00000019485.11	PRDM11	protein_coding	1529
chr11	ENSG00000019505.6	SYT13	protein_coding	5138
chr11	ENSG00000020922.11	MRE11A	protein_coding	6877
chr11	ENSG00000021300.12	PLEKHB1	protein_coding	2372
chr11	ENSG00000021762.18	OSBPL5	protein_coding	2645
chr11	ENSG00000023171.13	GRAMD1B	protein_coding	2784
chr11	ENSG00000023191.15	RNH1	protein_coding	2964
chr11	ENSG00000023445.12	BIRC3	protein_coding	4332
chr11	ENSG00000025434.17	NR1H3	protein_coding	565
chr11	ENSG00000026508.15	CD44	protein_coding	4580
chr11	ENSG00000030066.12	NUP160	protein_coding	5340
chr11	ENSG00000033327.11	GAB2	protein_coding	6042
chr11	ENSG00000036672.14	USP2	protein_coding	2891
chr11	ENSG00000042429.9	MED17	protein_coding	4862
chr11	ENSG00000043039.6	BARX2	protein_coding	1809
chr11	ENSG00000048028.10	USP28	protein_coding	4644
chr11	ENSG00000048649.12	RSF1	protein_coding	11534
chr11	ENSG00000049449.7	RCN1	protein_coding	523
chr11	ENSG00000050165.16	DKK3	protein_coding	1623
chr11	ENSG00000051009.9	FAM160A2	protein_coding	3342
chr11	ENSG00000052841.13	TTC17	protein_coding	3628
chr11	ENSG00000052850.5	ALX4	protein_coding	5746
chr11	ENSG00000053918.14	KCNQ1	protein_coding	575
chr11	ENSG00000054938.14	CHRDL2	protein_coding	341
chr11	ENSG00000054965.9	FAM168A	protein_coding	7287
chr11	ENSG00000054967.11	RELT	protein_coding	3524
chr11	ENSG00000060749.13	QSER1	protein_coding	9322
chr11	ENSG00000062282.13	DGAT2	protein_coding	741
chr11	ENSG00000064199.5	SPA17	protein_coding	848
chr11	ENSG00000064201.14	TSPAN32	protein_coding	728
chr11	ENSG00000064309.13	CDON	protein_coding	9118
chr11	ENSG00000066336.10	SPI1	protein_coding	1398
chr11	ENSG00000066382.15	MPPED2	protein_coding	5584
chr11	ENSG00000068831.17	RASGRP2	protein_coding	2397
chr11	ENSG00000068971.12	PPP2R5B	protein_coding	559
chr11	ENSG00000068976.12	PYGM	protein_coding	2149
chr11	ENSG00000069482.6	GAL	protein_coding	644
chr11	ENSG00000069696.6	DRD4	protein_coding	1371
chr11	ENSG00000070031.3	SCT	protein_coding	362
chr11	ENSG00000070047.10	PHRF1	protein_coding	5160
chr11	ENSG00000070081.14	NUCB2	protein_coding	527
chr11	ENSG00000070985.12	TRPM5	protein_coding	3878
chr11	ENSG00000071203.8	MS4A12	protein_coding	911
chr11	ENSG00000072518.19	MARK2	protein_coding	4709
chr11	ENSG00000072952.17	MRVI1	protein_coding	6136
chr11	ENSG00000073921.16	PICALM	protein_coding	3454
chr11	ENSG00000074201.7	CLNS1A	protein_coding	409
chr11	ENSG00000074266.16	EED	protein_coding	2211
chr11	ENSG00000074319.11	TSG101	protein_coding	2091
chr11	ENSG00000075239.12	ACAT1	protein_coding	1749
chr11	ENSG00000075388.3	FGF4	protein_coding	3230
chr11	ENSG00000076043.8	REXO2	protein_coding	1154
chr11	ENSG00000076053.9	RBM7	protein_coding	4238
chr11	ENSG00000076706.13	MCAM	protein_coding	3297
chr11	ENSG00000077458.11	FAM76B	protein_coding	3942
chr11	ENSG00000077498.8	TYR	protein_coding	2480
chr11	ENSG00000077514.7	POLD3	protein_coding	507
chr11	ENSG00000077616.9	NAALAD2	protein_coding	725
chr11	ENSG00000078124.10	ACER3	protein_coding	824
chr11	ENSG00000078902.14	TOLLIP	protein_coding	3611
chr11	ENSG00000080854.13	IGSF9B	protein_coding	901
chr11	ENSG00000082175.13	PGR	protein_coding	13740
chr11	ENSG00000084207.14	GSTP1	protein_coding	958
chr11	ENSG00000084234.15	APLP2	protein_coding	660
chr11	ENSG00000085063.13	CD59	protein_coding	568
chr11	ENSG00000085117.10	CD82	protein_coding	531
chr11	ENSG00000085733.14	CTTN	protein_coding	3255
chr11	ENSG00000085741.11	WNT11	protein_coding	1925
chr11	ENSG00000086205.15	FOLH1	protein_coding	1962
chr11	ENSG00000086827.7	ZW10	protein_coding	2976
chr11	ENSG00000086848.13	ALG9	protein_coding	4479
chr11	ENSG00000086991.11	NOX4	protein_coding	4166
chr11	ENSG00000087053.17	MTMR2	protein_coding	4666
chr11	ENSG00000087365.13	SF3B2	protein_coding	603
chr11	ENSG00000087884.13	AAMDC	protein_coding	686
chr11	ENSG00000089597.15	GANAB	protein_coding	3695
chr11	ENSG00000091664.7	SLC17A6	protein_coding	3937
chr11	ENSG00000095110.6	NXPE1	protein_coding	2285
chr11	ENSG00000095139.12	ARCN1	protein_coding	1700
chr11	ENSG00000099834.17	CDHR5	protein_coding	3474
chr11	ENSG00000099849.13	RASSF7	protein_coding	1741
chr11	ENSG00000099869.7	IGF2-AS	antisense	1941
chr11	ENSG00000109832.11	DDX25	protein_coding	1634
chr11	ENSG00000109846.6	CRYAB	protein_coding	1014
chr11	ENSG00000109851.6	DBX1	protein_coding	1376
chr11	ENSG00000109854.12	HTATIP2	protein_coding	710
chr11	ENSG00000109861.14	CTSC	protein_coding	1914
chr11	ENSG00000109881.15	CCDC34	protein_coding	710
chr11	ENSG00000109906.12	ZBTB16	protein_coding	2516
chr11	ENSG00000109911.16	ELP4	protein_coding	1774
chr11	ENSG00000109917.9	ZPR1	protein_coding	6552
chr11	ENSG00000109919.8	MTCH2	protein_coding	575
chr11	ENSG00000109920.11	FNBP4	protein_coding	3955
chr11	ENSG00000109927.8	TECTA	protein_coding	7402
chr11	ENSG00000109929.8	SC5D	protein_coding	2451
chr11	ENSG00000109943.7	CRTAM	protein_coding	2459
chr11	ENSG00000109944.9	C11orf63	protein_coding	3138
chr11	ENSG00000109956.11	B3GAT1	protein_coding	6156
chr11	ENSG00000109971.12	HSPA8	protein_coding	2297
chr11	ENSG00000109991.7	P2RX3	protein_coding	466
chr11	ENSG00000110002.14	VWA5A	protein_coding	4369
chr11	ENSG00000110011.12	DNAJC4	protein_coding	1281
chr11	ENSG00000110013.11	SIAE	protein_coding	5573
chr11	ENSG00000110025.11	SNX15	protein_coding	1931
chr11	ENSG00000110031.11	LPXN	protein_coding	2089
chr11	ENSG00000110042.6	DTX4	protein_coding	1699
chr11	ENSG00000110046.11	ATG2A	protein_coding	5617
chr11	ENSG00000110047.16	EHD1	protein_coding	4546
chr11	ENSG00000110048.10	OSBP	protein_coding	5069
chr11	ENSG00000110057.6	UNC93B1	protein_coding	508
chr11	ENSG00000110060.7	PUS3	protein_coding	1789
chr11	ENSG00000110063.7	DCPS	protein_coding	1473
chr11	ENSG00000110066.13	SUV420H1	protein_coding	5826
chr11	ENSG00000110074.9	FOXRED1	protein_coding	555
chr11	ENSG00000110075.13	PPP6R3	protein_coding	555
chr11	ENSG00000110076.17	NRXN2	protein_coding	3229
chr11	ENSG00000110077.13	MS4A6A	protein_coding	1800
chr11	ENSG00000110079.15	MS4A4A	protein_coding	692
chr11	ENSG00000110080.17	ST3GAL4	protein_coding	540
chr11	ENSG00000110090.11	CPT1A	protein_coding	2478
chr11	ENSG00000110092.3	CCND1	protein_coding	4302
chr11	ENSG00000110104.10	CCDC86	protein_coding	1889
chr11	ENSG00000110107.7	PRPF19	protein_coding	2141
chr11	ENSG00000110108.8	TMEM109	protein_coding	2409
chr11	ENSG00000110148.8	CCKBR	protein_coding	2116
chr11	ENSG00000110169.9	HPX	protein_coding	1642
chr11	ENSG00000110171.17	TRIM3	protein_coding	1652
chr11	ENSG00000110172.10	CHORDC1	protein_coding	2643
chr11	ENSG00000110195.10	FOLR1	protein_coding	1102
chr11	ENSG00000110200.7	ANAPC15	protein_coding	1477
chr11	ENSG00000110203.7	FOLR3	protein_coding	743
chr11	ENSG00000110218.7	PANX1	protein_coding	2764
chr11	ENSG00000110237.3	ARHGEF17	protein_coding	7832
chr11	ENSG00000110243.10	APOA5	protein_coding	1894
chr11	ENSG00000110244.6	APOA4	protein_coding	1470
chr11	ENSG00000110245.10	APOC3	protein_coding	356
chr11	ENSG00000110274.13	CEP164	protein_coding	611
chr11	ENSG00000110315.5	RNF141	protein_coding	4068
chr11	ENSG00000110318.12	KIAA1377	protein_coding	7028
chr11	ENSG00000110321.14	EIF4G2	protein_coding	3979
chr11	ENSG00000110324.8	IL10RA	protein_coding	3688
chr11	ENSG00000110328.5	GALNT18	protein_coding	2493
chr11	ENSG00000110330.7	BIRC2	protein_coding	706
chr11	ENSG00000110344.8	UBE4A	protein_coding	6083
chr11	ENSG00000110367.10	DDX6	protein_coding	6138
chr11	ENSG00000110375.2	UPK2	protein_coding	952
chr11	ENSG00000110395.4	CBL	protein_coding	11449
chr11	ENSG00000110400.9	PVRL1	protein_coding	586
chr11	ENSG00000110422.10	HIPK3	protein_coding	3652
chr11	ENSG00000110427.13	KIAA1549L	protein_coding	2493
chr11	ENSG00000110429.12	FBXO3	protein_coding	5788
chr11	ENSG00000110435.10	PDHX	protein_coding	579
chr11	ENSG00000110436.10	SLC1A2	protein_coding	11685
chr11	ENSG00000110442.10	COMMD9	protein_coding	2736
chr11	ENSG00000110446.8	SLC15A3	protein_coding	2106
chr11	ENSG00000110448.9	CD5	protein_coding	3210
chr11	ENSG00000110455.12	ACCS	protein_coding	877
chr11	ENSG00000110484.6	SCGB2A2	protein_coding	502
chr11	ENSG00000110492.14	MDK	protein_coding	1161
chr11	ENSG00000110497.13	AMBRA1	protein_coding	5004
chr11	ENSG00000110514.17	MADD	protein_coding	434
chr11	ENSG00000110536.12	PTPMT1	protein_coding	1012
chr11	ENSG00000110583.11	NAA40	protein_coding	4700
chr11	ENSG00000110619.15	CARS	protein_coding	2735
chr11	ENSG00000110628.12	SLC22A18	protein_coding	1531
chr11	ENSG00000110651.10	CD81	protein_coding	600
chr11	ENSG00000110660.13	SLC35F2	protein_coding	3162
chr11	ENSG00000110665.10	C11orf21	protein_coding	2952
chr11	ENSG00000110675.11	ELMOD1	protein_coding	1819
chr11	ENSG00000110680.11	CALCA	protein_coding	847
chr11	ENSG00000110693.14	SOX6	protein_coding	8793
chr11	ENSG00000110696.8	C11orf58	protein_coding	809
chr11	ENSG00000110697.11	PITPNM1	protein_coding	4166
chr11	ENSG00000110700.5	RPS13	protein_coding	592
chr11	ENSG00000110711.8	AIP	protein_coding	810
chr11	ENSG00000110713.14	NUP98	protein_coding	577
chr11	ENSG00000110717.9	NDUFS8	protein_coding	931
chr11	ENSG00000110719.8	TCIRG1	protein_coding	2657
chr11	ENSG00000110721.10	CHKA	protein_coding	2518
chr11	ENSG00000110723.10	EXPH5	protein_coding	10181
chr11	ENSG00000110756.16	HPS5	protein_coding	4703
chr11	ENSG00000110768.10	GTF2H1	protein_coding	2691
chr11	ENSG00000110777.10	POU2AF1	protein_coding	3290
chr11	ENSG00000110786.16	PTPN5	protein_coding	2815
chr11	ENSG00000117983.16	MUC5B	protein_coding	4000
chr11	ENSG00000117984.11	CTSD	protein_coding	2114
chr11	ENSG00000118058.19	KMT2A	protein_coding	16566
chr11	ENSG00000118094.10	TREH	protein_coding	2756
chr11	ENSG00000118096.6	IFT46	protein_coding	1710
chr11	ENSG00000118113.10	MMP8	protein_coding	3046
chr11	ENSG00000118137.8	APOA1	protein_coding	936
chr11	ENSG00000118181.9	RPS25	protein_coding	503
chr11	ENSG00000118363.10	SPCS2	protein_coding	2703
chr11	ENSG00000118369.11	USP35	protein_coding	2413
chr11	ENSG00000120451.9	SNX19	protein_coding	6524
chr11	ENSG00000120457.10	KCNJ5	protein_coding	5937
chr11	ENSG00000120458.8	MSANTD2	protein_coding	2491
chr11	ENSG00000120471.13	TP53AIP1	protein_coding	773
chr11	ENSG00000121236.18	TRIM6	protein_coding	3209
chr11	ENSG00000121621.6	KIF18A	protein_coding	3551
chr11	ENSG00000121653.10	MAPK8IP1	protein_coding	3038
chr11	ENSG00000121671.10	CRY2	protein_coding	2041
chr11	ENSG00000121680.14	PEX16	protein_coding	1468
chr11	ENSG00000121690.8	DEPDC7	protein_coding	1746
chr11	ENSG00000121691.4	CAT	protein_coding	2289
chr11	ENSG00000123444.12	KBTBD4	protein_coding	2440
chr11	ENSG00000123447.6	TYRL	unprocessed_pseudogene	439
chr11	ENSG00000123892.10	RAB38	protein_coding	1462
chr11	ENSG00000123901.7	GPR83	protein_coding	4278
chr11	ENSG00000124900.11	TRIM51	protein_coding	1622
chr11	ENSG00000124915.9	DKFZP434K028	lincRNA	2460
chr11	ENSG00000124920.12	MYRF	protein_coding	1390
chr11	ENSG00000124935.3	SCGB1D2	protein_coding	477
chr11	ENSG00000124939.5	SCGB2A1	protein_coding	518
chr11	ENSG00000124942.12	AHNAK	protein_coding	698
chr11	ENSG00000126391.12	FRMD8	protein_coding	3712
chr11	ENSG00000126432.12	PRDX5	protein_coding	887
chr11	ENSG00000126500.3	FLRT1	protein_coding	3947
chr11	ENSG00000129083.11	COPB1	protein_coding	508
chr11	ENSG00000129084.16	PSMA1	protein_coding	643
chr11	ENSG00000129151.7	BBOX1	protein_coding	1717
chr11	ENSG00000129152.3	MYOD1	protein_coding	1798
chr11	ENSG00000129158.9	SERGEF	protein_coding	438
chr11	ENSG00000129159.6	KCNC1	protein_coding	3883
chr11	ENSG00000129167.8	TPH1	protein_coding	5315
chr11	ENSG00000129170.7	CSRP3	protein_coding	1336
chr11	ENSG00000129173.11	E2F8	protein_coding	3419
chr11	ENSG00000129744.2	ART1	protein_coding	345
chr11	ENSG00000129749.3	CHRNA10	protein_coding	1940
chr11	ENSG00000129757.11	CDKN1C	protein_coding	1216
chr11	ENSG00000129965.12	INS-IGF2	protein_coding	1699
chr11	ENSG00000130413.14	STK33	protein_coding	1320
chr11	ENSG00000130592.12	LSP1	protein_coding	1688
chr11	ENSG00000130595.15	TNNT3	protein_coding	1194
